index,L1 norm,Treatment
37,2.67,NO VAC
38,3.109,NO VAC
39,2.6760000000000006,NO VAC
40,2.2370000000000005,NO VAC
41,2.2680000000000002,NO VAC
42,1.7240000000000002,NO VAC
43,2.2510000000000003,NO VAC
44,2.241,NO VAC
45,2.8909999999999987,NO VAC
46,3.211999999999999,NO VAC
47,2.847999999999999,NO VAC
48,3.9559999999999986,NO VAC
49,3.7229999999999985,NO VAC
50,3.1739999999999986,NO VAC
51,3.5829999999999984,NO VAC
52,3.1499999999999986,NO VAC
53,2.8969999999999985,NO VAC
54,2.927999999999998,NO VAC
55,2.1979999999999986,NO VAC
56,2.7249999999999988,NO VAC
57,2.900999999999999,NO VAC
58,0.45100000000000007,NO VAC
59,0.31500000000000006,NO VAC
60,1.9709999999999996,NO VAC
61,1.7919999999999998,NO VAC
62,1.489,NO VAC
63,1.894,NO VAC
64,1.5070000000000001,NO VAC
65,0.56,NO VAC
66,0.567,NO VAC
67,1.0630000000000002,NO VAC
68,1.036,NO VAC
69,0.5439999999999998,NO VAC
70,0.584,NO VAC
71,2.193999999999999,NO VAC
72,2.0109999999999997,NO VAC
73,1.708,NO VAC
74,2.215,NO VAC
75,1.7260000000000004,NO VAC
76,0.6830000000000002,NO VAC
77,0.6959999999999998,NO VAC
78,1.3840000000000001,NO VAC
79,1.3570000000000002,NO VAC
80,0.48699999999999977,NO VAC
81,1.8760000000000003,NO VAC
82,1.6969999999999998,NO VAC
83,1.394,NO VAC
84,1.851,NO VAC
85,1.4120000000000001,NO VAC
86,0.7450000000000003,NO VAC
87,0.7520000000000002,NO VAC
88,1.02,NO VAC
89,0.9930000000000002,NO VAC
90,0.7290000000000001,NO VAC
91,0.6089999999999995,NO VAC
92,1.6659999999999997,NO VAC
93,0.885,NO VAC
94,1.712,NO VAC
95,2.401,NO VAC
96,2.4079999999999995,NO VAC
97,2.1279999999999997,NO VAC
98,2.101,NO VAC
99,2.3849999999999993,NO VAC
100,1.391,NO VAC
101,0.9520000000000002,NO VAC
102,1.407,NO VAC
103,2.222,NO VAC
104,2.229,NO VAC
105,1.895,NO VAC
106,1.8679999999999999,NO VAC
107,2.2059999999999995,NO VAC
108,1.8570000000000004,NO VAC
109,0.24600000000000033,NO VAC
110,1.8850000000000007,NO VAC
111,1.8920000000000003,NO VAC
112,1.3460000000000003,NO VAC
113,1.3530000000000002,NO VAC
114,1.8690000000000002,NO VAC
115,1.875,NO VAC
116,2.324,NO VAC
117,2.331,NO VAC
118,1.755,NO VAC
119,1.7280000000000002,NO VAC
120,2.308,NO VAC
121,1.8910000000000005,NO VAC
122,1.8980000000000004,NO VAC
123,1.3220000000000005,NO VAC
124,1.3410000000000002,NO VAC
125,1.8750000000000002,NO VAC
126,0.385,NO VAC
127,1.0430000000000004,NO VAC
128,1.4660000000000002,NO VAC
129,0.37200000000000033,NO VAC
130,1.1,NO VAC
131,1.4730000000000003,NO VAC
132,0.3889999999999999,NO VAC
133,0.8970000000000002,NO VAC
134,1.0729999999999997,NO VAC
135,1.4500000000000002,NO VAC
