index,L1 norm,Group
147,6.061000000000001,Random pairs
148,6.054000000000002,Random pairs
149,3.806,Random pairs
150,5.5649999999999995,Random pairs
151,5.5120000000000005,Random pairs
152,7.501999999999998,Random pairs
153,9.041999999999998,Random pairs
154,8.471999999999998,Random pairs
155,7.043999999999999,Random pairs
156,7.228,Random pairs
157,6.785,Random pairs
158,7.767999999999999,Random pairs
159,8.12,Random pairs
160,7.677,Random pairs
161,7.283999999999999,Random pairs
162,7.7219999999999995,Random pairs
163,7.279,Random pairs
164,4.221,Random pairs
165,4.944999999999999,Random pairs
166,4.461,Random pairs
167,7.607999999999997,Random pairs
168,7.362999999999998,Random pairs
169,7.307999999999998,Random pairs
170,7.999999999999999,Random pairs
171,8.48,Random pairs
172,8.036999999999999,Random pairs
173,6.064999999999998,Random pairs
174,6.274999999999999,Random pairs
175,7.834000000000001,Random pairs
176,6.058,Random pairs
177,6.268000000000001,Random pairs
178,7.827,Random pairs
179,4.082999999999998,Random pairs
180,5.877999999999998,Random pairs
181,5.8709999999999996,Random pairs
182,10.775999999999996,Random pairs
183,11.255999999999997,Random pairs
184,12.812999999999999,Random pairs
185,8.858999999999998,Random pairs
186,5.288999999999999,Random pairs
187,5.523000000000001,Random pairs
188,5.08,Random pairs
0,1.5000000000000004,Individual pairs
1,1.946,Individual pairs
2,1.658,Individual pairs
3,2.873000000000003,Individual pairs
4,2.7170000000000023,Individual pairs
5,3.541000000000001,Individual pairs
6,0.3020000000000014,Individual pairs
7,2.840000000000002,Individual pairs
8,2.9380000000000024,Individual pairs
9,1.6029999999999993,Individual pairs
10,2.0630000000000006,Individual pairs
11,1.362,Individual pairs
12,2.9899999999999993,Individual pairs
13,2.528,Individual pairs
14,0.57,Individual pairs
15,2.505000000000001,Individual pairs
16,2.6060000000000008,Individual pairs
17,0.2930000000000006,Individual pairs
18,1.4579999999999989,Individual pairs
19,2.450999999999999,Individual pairs
20,1.621,Individual pairs
