index,L1 norm,Group
196,0.8580000000000002,Household pairs
197,1.8050000000000004,Household pairs
198,1.8470000000000004,Household pairs
199,1.7840000000000003,Household pairs
200,2.4639999999999995,Household pairs
201,3.3269999999999995,Household pairs
202,2.266,Household pairs
203,1.9140000000000001,Household pairs
204,1.0750000000000002,Household pairs
205,2.2039999999999997,Household pairs
206,0.877,Household pairs
207,1.3330000000000002,Household pairs
208,1.879,Household pairs
209,3.032,Household pairs
210,1.681,Household pairs
211,2.161,Household pairs
212,0.5670000000000001,Household pairs
213,1.8159999999999998,Household pairs
214,0.463,Household pairs
215,0.9450000000000003,Household pairs
216,1.6610000000000003,Household pairs
217,2.91,Household pairs
218,1.5570000000000002,Household pairs
219,2.0390000000000006,Household pairs
220,3.6279999999999983,Household pairs
221,3.650999999999999,Household pairs
222,3.312999999999999,Household pairs
223,3.037,Household pairs
224,3.0299999999999994,Household pairs
225,3.2669999999999986,Household pairs
226,3.1079999999999997,Household pairs
227,1.9239999999999995,Household pairs
228,1.6480000000000001,Household pairs
229,2.6689999999999996,Household pairs
230,4.094999999999998,Household pairs
231,3.935999999999999,Household pairs
232,2.7279999999999993,Household pairs
233,2.452,Household pairs
234,3.497,Household pairs
235,2.8789999999999982,Household pairs
236,2.7199999999999993,Household pairs
237,1.4159999999999995,Household pairs
238,1.1400000000000001,Household pairs
239,2.2809999999999997,Household pairs
240,3.9729999999999985,Household pairs
241,3.8139999999999996,Household pairs
242,2.51,Household pairs
243,2.234,Household pairs
244,3.375,Household pairs
0,3.841999999999999,Random pairs
1,4.137,Random pairs
2,3.3769999999999993,Random pairs
3,3.9659999999999993,Random pairs
4,2.819,Random pairs
5,3.114,Random pairs
6,2.354,Random pairs
7,2.9989999999999997,Random pairs
8,2.909,Random pairs
9,3.204,Random pairs
10,2.444,Random pairs
11,3.033,Random pairs
12,3.3829999999999987,Random pairs
13,3.677999999999999,Random pairs
14,2.917999999999999,Random pairs
15,3.562999999999999,Random pairs
16,3.2199999999999993,Random pairs
17,3.5409999999999995,Random pairs
18,3.1769999999999996,Random pairs
19,2.327,Random pairs
20,2.648,Random pairs
21,2.284,Random pairs
22,2.231,Random pairs
23,2.552,Random pairs
24,2.188,Random pairs
25,2.8909999999999987,Random pairs
26,3.211999999999999,Random pairs
27,2.847999999999999,Random pairs
28,4.284999999999999,Random pairs
29,4.051999999999998,Random pairs
30,3.6029999999999993,Random pairs
31,4.041999999999999,Random pairs
32,3.608999999999999,Random pairs
33,3.3919999999999995,Random pairs
34,3.159,Random pairs
35,2.6100000000000003,Random pairs
36,3.019,Random pairs
37,2.5860000000000003,Random pairs
38,3.296,Random pairs
39,3.0629999999999997,Random pairs
40,2.67,Random pairs
41,3.109,Random pairs
42,2.6760000000000006,Random pairs
43,3.9559999999999986,Random pairs
44,3.7229999999999985,Random pairs
45,3.1739999999999986,Random pairs
46,3.5829999999999984,Random pairs
47,3.1499999999999986,Random pairs
48,3.3259999999999996,Random pairs
49,3.321999999999999,Random pairs
50,3.2889999999999997,Random pairs
51,2.303,Random pairs
52,2.345,Random pairs
53,2.3960000000000004,Random pairs
54,2.3930000000000002,Random pairs
55,2.389,Random pairs
56,2.3140000000000005,Random pairs
57,2.866999999999999,Random pairs
58,2.908999999999999,Random pairs
59,2.9599999999999986,Random pairs
60,3.225999999999999,Random pairs
61,3.256999999999999,Random pairs
62,2.656999999999999,Random pairs
63,3.1839999999999993,Random pairs
64,3.2299999999999995,Random pairs
65,2.333,Random pairs
66,2.3640000000000003,Random pairs
67,1.634,Random pairs
68,2.161,Random pairs
69,2.3369999999999997,Random pairs
70,2.2370000000000005,Random pairs
71,2.2680000000000002,Random pairs
72,1.7240000000000002,Random pairs
73,2.2510000000000003,Random pairs
74,2.241,Random pairs
75,2.8969999999999985,Random pairs
76,2.927999999999998,Random pairs
77,2.1979999999999986,Random pairs
78,2.7249999999999988,Random pairs
79,2.900999999999999,Random pairs
80,3.967999999999999,Random pairs
81,3.884999999999999,Random pairs
82,3.8569999999999993,Random pairs
83,2.945,Random pairs
84,2.892,Random pairs
85,2.854,Random pairs
86,3.035,Random pairs
87,2.952,Random pairs
88,2.9240000000000004,Random pairs
89,3.5089999999999986,Random pairs
90,3.4559999999999986,Random pairs
91,3.4179999999999984,Random pairs
92,3.1819999999999995,Random pairs
93,4.300999999999999,Random pairs
94,2.983999999999999,Random pairs
95,3.4299999999999997,Random pairs
96,2.159,Random pairs
97,3.408,Random pairs
98,2.055,Random pairs
99,2.5370000000000004,Random pairs
100,2.249,Random pairs
101,3.3120000000000003,Random pairs
102,2.0509999999999997,Random pairs
103,2.4410000000000003,Random pairs
104,2.722999999999999,Random pairs
105,3.9719999999999986,Random pairs
106,2.618999999999999,Random pairs
107,3.100999999999999,Random pairs
108,5.363999999999997,Random pairs
109,5.204999999999999,Random pairs
110,4.030999999999999,Random pairs
111,3.754999999999999,Random pairs
112,4.765999999999998,Random pairs
113,4.470999999999998,Random pairs
114,4.311999999999999,Random pairs
115,3.007999999999999,Random pairs
116,2.732,Random pairs
117,3.8729999999999998,Random pairs
118,4.374999999999998,Random pairs
119,4.215999999999999,Random pairs
120,3.0979999999999994,Random pairs
121,2.822,Random pairs
122,3.777,Random pairs
123,5.034999999999997,Random pairs
124,4.875999999999998,Random pairs
125,3.5719999999999983,Random pairs
126,3.2959999999999985,Random pairs
127,4.4369999999999985,Random pairs
128,4.984999999999999,Random pairs
129,3.962,Random pairs
130,4.0520000000000005,Random pairs
131,4.525999999999999,Random pairs
132,4.649999999999999,Random pairs
133,3.270999999999999,Random pairs
134,4.098999999999999,Random pairs
135,2.882999999999999,Random pairs
136,3.9769999999999994,Random pairs
137,3.7569999999999997,Random pairs
138,2.3680000000000003,Random pairs
139,3.1719999999999997,Random pairs
140,1.8599999999999999,Random pairs
141,2.954,Random pairs
142,3.6609999999999996,Random pairs
143,2.338,Random pairs
144,3.166,Random pairs
145,1.9500000000000002,Random pairs
146,3.0440000000000005,Random pairs
147,4.320999999999998,Random pairs
148,2.9319999999999986,Random pairs
149,3.735999999999999,Random pairs
150,2.4239999999999986,Random pairs
151,3.517999999999999,Random pairs
152,1.694,Random pairs
153,2.015,Random pairs
154,1.651,Random pairs
155,1.989,Random pairs
156,2.31,Random pairs
157,1.9460000000000002,Random pairs
158,1.229,Random pairs
159,1.55,Random pairs
160,1.162,Random pairs
161,1.8179999999999998,Random pairs
162,2.139,Random pairs
163,1.775,Random pairs
164,2.5909999999999993,Random pairs
165,2.3579999999999997,Random pairs
166,2.011,Random pairs
167,2.218,Random pairs
168,1.999,Random pairs
169,2.9659999999999997,Random pairs
170,2.7329999999999997,Random pairs
171,2.26,Random pairs
172,2.593,Random pairs
173,2.248,Random pairs
174,2.0039999999999996,Random pairs
175,1.7710000000000001,Random pairs
176,1.546,Random pairs
177,1.6309999999999998,Random pairs
178,1.5340000000000003,Random pairs
179,2.5989999999999998,Random pairs
180,2.3659999999999997,Random pairs
181,2.1609999999999996,Random pairs
182,2.282,Random pairs
183,2.1790000000000003,Random pairs
184,1.6700000000000002,Random pairs
185,1.7120000000000002,Random pairs
186,1.747,Random pairs
187,1.9650000000000003,Random pairs
188,2.007,Random pairs
189,2.0239999999999996,Random pairs
190,1.205,Random pairs
191,1.247,Random pairs
192,1.2820000000000005,Random pairs
193,1.85,Random pairs
194,1.8459999999999999,Random pairs
195,1.8710000000000002,Random pairs
196,2.124,Random pairs
197,2.1310000000000002,Random pairs
198,1.5330000000000004,Random pairs
199,1.528,Random pairs
200,2.1079999999999997,Random pairs
201,2.4190000000000005,Random pairs
202,2.426,Random pairs
203,1.85,Random pairs
204,1.8230000000000004,Random pairs
205,2.403,Random pairs
206,1.6590000000000003,Random pairs
207,1.666,Random pairs
208,1.09,Random pairs
209,1.0630000000000002,Random pairs
210,1.6429999999999998,Random pairs
211,2.248,Random pairs
212,2.255,Random pairs
213,1.7349999999999999,Random pairs
214,1.7080000000000002,Random pairs
215,2.2319999999999998,Random pairs
216,2.1939999999999995,Random pairs
217,2.151,Random pairs
218,2.221,Random pairs
219,2.5189999999999997,Random pairs
220,2.5120000000000005,Random pairs
221,2.516,Random pairs
222,1.729,Random pairs
223,1.686,Random pairs
224,1.7559999999999998,Random pairs
225,2.374,Random pairs
226,2.301,Random pairs
227,2.381,Random pairs
228,1.526,Random pairs
229,2.775,Random pairs
230,1.422,Random pairs
231,1.8760000000000003,Random pairs
232,1.8210000000000002,Random pairs
233,3.0700000000000003,Random pairs
234,1.717,Random pairs
235,2.1710000000000007,Random pairs
236,1.061,Random pairs
237,2.31,Random pairs
238,0.9570000000000001,Random pairs
239,1.4110000000000003,Random pairs
240,1.706,Random pairs
241,2.879,Random pairs
242,1.5459999999999998,Random pairs
243,2.0,Random pairs
244,3.8379999999999983,Random pairs
245,3.6789999999999994,Random pairs
246,2.374999999999999,Random pairs
247,2.099,Random pairs
248,3.2399999999999998,Random pairs
249,4.132999999999998,Random pairs
250,3.9739999999999993,Random pairs
251,2.6699999999999995,Random pairs
252,2.394,Random pairs
253,3.535,Random pairs
254,3.3729999999999984,Random pairs
255,3.2139999999999995,Random pairs
256,1.9099999999999993,Random pairs
257,1.634,Random pairs
258,2.775,Random pairs
259,3.961999999999998,Random pairs
260,3.802999999999999,Random pairs
261,2.5549999999999993,Random pairs
262,2.279,Random pairs
263,3.364,Random pairs
264,3.329,Random pairs
265,3.5780000000000003,Random pairs
266,2.8640000000000003,Random pairs
267,3.5090000000000003,Random pairs
268,3.1239999999999997,Random pairs
269,1.735,Random pairs
270,2.5389999999999997,Random pairs
271,1.2269999999999999,Random pairs
272,2.321,Random pairs
273,3.3729999999999993,Random pairs
274,1.984,Random pairs
275,2.7880000000000003,Random pairs
276,1.5220000000000002,Random pairs
277,2.5700000000000007,Random pairs
278,2.659,Random pairs
279,1.27,Random pairs
280,2.074,Random pairs
281,0.762,Random pairs
282,1.8560000000000003,Random pairs
283,3.1359999999999992,Random pairs
284,1.859,Random pairs
285,2.663,Random pairs
286,1.407,Random pairs
287,2.5010000000000003,Random pairs
288,1.9709999999999996,Random pairs
289,1.7919999999999998,Random pairs
290,1.489,Random pairs
291,1.894,Random pairs
292,1.5070000000000001,Random pairs
293,2.193999999999999,Random pairs
294,2.0109999999999997,Random pairs
295,1.708,Random pairs
296,2.215,Random pairs
297,1.7260000000000004,Random pairs
298,1.8760000000000003,Random pairs
299,1.6969999999999998,Random pairs
300,1.394,Random pairs
301,1.851,Random pairs
302,1.4120000000000001,Random pairs
303,1.1780000000000002,Random pairs
304,1.1740000000000002,Random pairs
305,1.1530000000000002,Random pairs
306,1.499,Random pairs
307,1.495,Random pairs
308,1.4740000000000004,Random pairs
309,1.1350000000000002,Random pairs
310,1.131,Random pairs
311,1.1100000000000003,Random pairs
312,0.56,Random pairs
313,0.567,Random pairs
314,1.0630000000000002,Random pairs
315,1.036,Random pairs
316,0.5439999999999998,Random pairs
317,0.6830000000000002,Random pairs
318,0.6959999999999998,Random pairs
319,1.3840000000000001,Random pairs
320,1.3570000000000002,Random pairs
321,0.48699999999999977,Random pairs
322,0.7450000000000003,Random pairs
323,0.7520000000000002,Random pairs
324,1.02,Random pairs
325,0.9930000000000002,Random pairs
326,0.7290000000000001,Random pairs
327,1.8199999999999998,Random pairs
328,1.737,Random pairs
329,1.7089999999999999,Random pairs
330,2.141,Random pairs
331,2.0279999999999996,Random pairs
332,2.03,Random pairs
333,1.777,Random pairs
334,1.6640000000000001,Random pairs
335,1.666,Random pairs
336,1.034,Random pairs
337,1.8969999999999998,Random pairs
338,0.836,Random pairs
339,0.4840000000000003,Random pairs
340,1.355,Random pairs
341,2.218,Random pairs
342,1.157,Random pairs
343,0.8050000000000003,Random pairs
344,0.9910000000000001,Random pairs
345,1.854,Random pairs
346,0.793,Random pairs
347,0.5250000000000004,Random pairs
348,2.2739999999999982,Random pairs
349,2.220999999999999,Random pairs
350,1.8829999999999993,Random pairs
351,1.607,Random pairs
352,1.6759999999999997,Random pairs
353,2.0649999999999986,Random pairs
354,2.5419999999999994,Random pairs
355,2.2039999999999993,Random pairs
356,1.928,Random pairs
357,1.4669999999999999,Random pairs
358,2.4589999999999983,Random pairs
359,2.299999999999999,Random pairs
360,1.8399999999999994,Random pairs
361,1.564,Random pairs
362,1.861,Random pairs
363,2.837,Random pairs
364,3.1580000000000004,Random pairs
365,2.7940000000000005,Random pairs
366,1.5599999999999996,Random pairs
367,1.123,Random pairs
368,1.9509999999999996,Random pairs
369,0.735,Random pairs
370,1.8290000000000002,Random pairs
371,1.805,Random pairs
372,1.4440000000000002,Random pairs
373,2.272,Random pairs
374,1.056,Random pairs
375,2.1500000000000004,Random pairs
376,1.7449999999999994,Random pairs
377,1.08,Random pairs
378,1.908,Random pairs
379,0.6920000000000001,Random pairs
380,1.7860000000000003,Random pairs
381,2.243,Random pairs
382,2.2389999999999994,Random pairs
383,1.9799999999999995,Random pairs
384,2.01,Random pairs
385,2.0060000000000002,Random pairs
386,1.7469999999999999,Random pairs
387,1.495,Random pairs
388,1.5070000000000003,Random pairs
389,1.4100000000000004,Random pairs
390,1.87,Random pairs
391,1.912,Random pairs
392,1.7790000000000006,Random pairs
393,1.4830000000000003,Random pairs
394,1.4810000000000003,Random pairs
395,1.4160000000000006,Random pairs
396,2.401,Random pairs
397,2.4079999999999995,Random pairs
398,2.1279999999999997,Random pairs
399,2.101,Random pairs
400,2.3849999999999993,Random pairs
401,2.222,Random pairs
402,2.229,Random pairs
403,1.895,Random pairs
404,1.8679999999999999,Random pairs
405,2.2059999999999995,Random pairs
406,1.8850000000000007,Random pairs
407,1.8920000000000003,Random pairs
408,1.3460000000000003,Random pairs
409,1.3530000000000002,Random pairs
410,1.8690000000000002,Random pairs
411,2.324,Random pairs
412,2.331,Random pairs
413,1.755,Random pairs
414,1.7280000000000002,Random pairs
415,2.308,Random pairs
416,1.8910000000000005,Random pairs
417,1.8980000000000004,Random pairs
418,1.3220000000000005,Random pairs
419,1.3410000000000002,Random pairs
420,1.8750000000000002,Random pairs
421,2.645,Random pairs
422,2.6639999999999997,Random pairs
423,2.7739999999999996,Random pairs
424,2.3360000000000003,Random pairs
425,2.4309999999999996,Random pairs
426,2.5410000000000004,Random pairs
427,2.015,Random pairs
428,2.024,Random pairs
429,2.026,Random pairs
430,2.272,Random pairs
431,2.3509999999999995,Random pairs
432,2.421,Random pairs
433,2.003,Random pairs
434,2.0420000000000003,Random pairs
435,2.034,Random pairs
436,2.0989999999999998,Random pairs
437,3.0519999999999996,Random pairs
438,1.9009999999999998,Random pairs
439,2.1530000000000005,Random pairs
440,1.8659999999999999,Random pairs
441,2.8729999999999998,Random pairs
442,1.668,Random pairs
443,1.9740000000000002,Random pairs
444,1.351,Random pairs
445,2.57,Random pairs
446,1.2170000000000003,Random pairs
447,1.6990000000000005,Random pairs
448,1.726,Random pairs
449,2.9749999999999996,Random pairs
450,1.6219999999999999,Random pairs
451,2.076,Random pairs
452,1.3390000000000002,Random pairs
453,2.588,Random pairs
454,1.235,Random pairs
455,1.7170000000000005,Random pairs
456,4.114999999999998,Random pairs
457,3.955999999999999,Random pairs
458,2.947999999999999,Random pairs
459,2.6719999999999997,Random pairs
460,3.5169999999999995,Random pairs
461,3.9359999999999986,Random pairs
462,3.7769999999999992,Random pairs
463,2.714999999999999,Random pairs
464,2.439,Random pairs
465,3.286,Random pairs
466,3.6329999999999982,Random pairs
467,3.4739999999999993,Random pairs
468,2.1999999999999993,Random pairs
469,1.924,Random pairs
470,3.035,Random pairs
471,4.0379999999999985,Random pairs
472,3.8789999999999996,Random pairs
473,2.5749999999999993,Random pairs
474,2.299,Random pairs
475,3.4399999999999995,Random pairs
476,3.6509999999999985,Random pairs
477,3.4919999999999995,Random pairs
478,2.1879999999999997,Random pairs
479,1.9120000000000001,Random pairs
480,3.053,Random pairs
481,3.14,Random pairs
482,2.999,Random pairs
483,2.2540000000000004,Random pairs
484,3.2329999999999997,Random pairs
485,2.1100000000000003,Random pairs
486,2.6389999999999985,Random pairs
487,1.6159999999999999,Random pairs
488,2.254,Random pairs
489,1.7999999999999998,Random pairs
490,2.23,Random pairs
491,2.5519999999999996,Random pairs
492,1.383,Random pairs
493,2.1129999999999995,Random pairs
494,1.5669999999999997,Random pairs
495,1.9969999999999999,Random pairs
496,2.0189999999999992,Random pairs
497,0.9580000000000001,Random pairs
498,1.434,Random pairs
499,1.052,Random pairs
500,1.4820000000000002,Random pairs
501,3.0279999999999996,Random pairs
502,1.639,Random pairs
503,2.4429999999999996,Random pairs
504,1.427,Random pairs
505,2.225,Random pairs
506,1.9049999999999998,Random pairs
507,0.9760000000000002,Random pairs
508,1.3200000000000003,Random pairs
509,1.04,Random pairs
510,1.4700000000000002,Random pairs
511,1.6080000000000003,Random pairs
512,1.6150000000000002,Random pairs
513,1.0390000000000001,Random pairs
514,1.0120000000000005,Random pairs
515,1.592,Random pairs
516,1.6040000000000005,Random pairs
517,1.6110000000000002,Random pairs
518,1.0810000000000002,Random pairs
519,1.0540000000000003,Random pairs
520,1.588,Random pairs
521,1.5290000000000004,Random pairs
522,1.5360000000000005,Random pairs
523,1.1320000000000006,Random pairs
524,1.1590000000000003,Random pairs
525,1.5130000000000003,Random pairs
526,1.796,Random pairs
527,1.743,Random pairs
528,1.705,Random pairs
529,1.838,Random pairs
530,1.7550000000000003,Random pairs
531,1.7269999999999999,Random pairs
532,1.7510000000000001,Random pairs
533,1.79,Random pairs
534,1.832,Random pairs
535,1.0100000000000002,Random pairs
536,2.2590000000000003,Random pairs
537,0.9060000000000001,Random pairs
538,1.3880000000000003,Random pairs
539,1.052,Random pairs
540,2.255,Random pairs
541,0.9020000000000001,Random pairs
542,1.3840000000000006,Random pairs
543,1.1570000000000003,Random pairs
544,2.2340000000000004,Random pairs
545,0.9590000000000002,Random pairs
546,1.3350000000000004,Random pairs
547,3.267999999999999,Random pairs
548,3.143,Random pairs
549,1.8389999999999995,Random pairs
550,1.5630000000000002,Random pairs
551,2.7040000000000006,Random pairs
552,3.3179999999999987,Random pairs
553,3.1589999999999994,Random pairs
554,1.9009999999999994,Random pairs
555,1.625,Random pairs
556,2.7199999999999998,Random pairs
557,3.296999999999999,Random pairs
558,3.138,Random pairs
559,1.9839999999999993,Random pairs
560,1.7300000000000002,Random pairs
561,2.6990000000000003,Random pairs
562,2.8130000000000006,Random pairs
563,2.8550000000000004,Random pairs
564,2.7920000000000007,Random pairs
565,2.6079999999999997,Random pairs
566,1.2190000000000003,Random pairs
567,2.023,Random pairs
568,0.7110000000000002,Random pairs
569,1.8050000000000004,Random pairs
570,2.604,Random pairs
571,1.215,Random pairs
572,2.0189999999999997,Random pairs
573,0.7530000000000001,Random pairs
574,1.8470000000000004,Random pairs
575,2.415,Random pairs
576,1.078,Random pairs
577,1.9059999999999997,Random pairs
578,0.8580000000000002,Random pairs
579,1.7840000000000003,Random pairs
580,2.25,Random pairs
581,2.1670000000000003,Random pairs
582,2.139,Random pairs
583,2.2569999999999997,Random pairs
584,2.1739999999999995,Random pairs
585,2.146,Random pairs
586,1.681,Random pairs
587,1.6280000000000001,Random pairs
588,1.5899999999999999,Random pairs
589,1.654,Random pairs
590,1.601,Random pairs
591,1.5630000000000002,Random pairs
592,2.234,Random pairs
593,2.151,Random pairs
594,2.1229999999999998,Random pairs
595,1.4640000000000002,Random pairs
596,2.3270000000000004,Random pairs
597,1.266,Random pairs
598,0.9140000000000006,Random pairs
599,1.471,Random pairs
600,2.3339999999999996,Random pairs
601,1.273,Random pairs
602,0.921,Random pairs
603,0.8950000000000001,Random pairs
604,2.144,Random pairs
605,0.7910000000000001,Random pairs
606,1.2730000000000004,Random pairs
607,0.8680000000000002,Random pairs
608,2.117,Random pairs
609,0.7640000000000002,Random pairs
610,1.2460000000000004,Random pairs
611,1.448,Random pairs
612,2.311,Random pairs
613,1.2499999999999998,Random pairs
614,0.8979999999999999,Random pairs
615,2.5059999999999985,Random pairs
616,2.6509999999999994,Random pairs
617,2.3129999999999997,Random pairs
618,2.037,Random pairs
619,1.9080000000000004,Random pairs
620,2.5189999999999984,Random pairs
621,2.6579999999999995,Random pairs
622,2.3199999999999994,Random pairs
623,2.044,Random pairs
624,1.9209999999999996,Random pairs
625,3.162999999999999,Random pairs
626,3.0479999999999996,Random pairs
627,1.7439999999999993,Random pairs
628,1.468,Random pairs
629,2.609,Random pairs
630,3.1799999999999984,Random pairs
631,3.0209999999999995,Random pairs
632,1.7169999999999996,Random pairs
633,1.4410000000000003,Random pairs
634,2.582,Random pairs
635,2.309999999999998,Random pairs
636,2.634999999999999,Random pairs
637,2.2969999999999993,Random pairs
638,2.021,Random pairs
639,1.712,Random pairs
640,3.2670000000000003,Random pairs
641,3.274,Random pairs
642,2.6980000000000004,Random pairs
643,2.6710000000000003,Random pairs
644,3.2510000000000003,Random pairs
645,1.9139999999999997,Random pairs
646,1.5530000000000002,Random pairs
647,2.3810000000000002,Random pairs
648,1.165,Random pairs
649,2.2590000000000003,Random pairs
650,1.921,Random pairs
651,1.56,Random pairs
652,2.388,Random pairs
653,1.1720000000000002,Random pairs
654,2.266,Random pairs
655,2.493,Random pairs
656,1.104,Random pairs
657,1.908,Random pairs
658,0.5960000000000001,Random pairs
659,1.6900000000000004,Random pairs
660,2.4659999999999997,Random pairs
661,1.0770000000000004,Random pairs
662,1.8810000000000002,Random pairs
663,0.5690000000000002,Random pairs
664,1.6630000000000003,Random pairs
665,1.8979999999999995,Random pairs
666,1.5370000000000001,Random pairs
667,2.3649999999999998,Random pairs
668,1.149,Random pairs
669,2.2430000000000003,Random pairs
670,1.652,Random pairs
671,2.901,Random pairs
672,1.5479999999999998,Random pairs
673,2.0020000000000002,Random pairs
674,1.599,Random pairs
675,2.8179999999999996,Random pairs
676,1.465,Random pairs
677,1.9190000000000005,Random pairs
678,1.561,Random pairs
